web-scraper-order,web-scraper-start-url,threads,threads-href,username,text
"1595188595-6076","https://hardforum.com/forums/video-cards.3/","DisplayPort to Dual Link DVI adapters for 2560x1440?","https://hardforum.com/threads/displayport-to-dual-link-dvi-adapters-for-2560x1440.1954222/","DanNeely","zetachi said:
			
		
	
	
		
		
			So I bought this one from Amazon and lo and behold pluged into my 1070 DP port to my Xstar DVI-D plug now running at 1440 60hz and played some COD and it works.

VisionTek DisplayPort to DVI-D Dual Link Active Adapter, 7 Inches
		
		Click to expand...
	
Product link?  Also do you know if it's actually doing conversion to DL-DVI?  There were some korean 1440p panels that could take a faster HDMI 1.4 signal over a single DVI link letting them get away with using a cheap passive adapter.  My 3090 predates HDMI 1.4 and needs a real DL-DVI signal."
"1595188637-6463","https://hardforum.com/forums/video-cards.3/","Intel Larrabee - a prototype","https://hardforum.com/threads/intel-larrabee-a-prototype.1948986/","Diverge","I wouldn't doubt it if Intel employees visit the forums, and flagged the ebay listing. Another reason not to publicly post about listings you're bidding on."
"1595188642-6477","https://hardforum.com/forums/video-cards.3/","How would you stress test integrated graphics?","https://hardforum.com/threads/how-would-you-stress-test-integrated-graphics.1998344/","Keljian","Why do you want to stress test it?"
"1595188612-6183","https://hardforum.com/forums/video-cards.3/","Used video card - What am I looking for?  (Editing versus gaming)","https://hardforum.com/threads/used-video-card-what-am-i-looking-for-editing-versus-gaming.1998315/","Keljian","I would not buy a quadro. Radeon is not an option due to the CUDA requirement.



I would just buy as much card as you can afford in the current range.



Also think about getting some more memory."
"1595188650-6530","https://hardforum.com/forums/video-cards.3/","Newbie graphics card question  GTX 1070","https://hardforum.com/threads/newbie-graphics-card-question-gtx-1070.1998008/","Chimpee","smithco said:
			
		
	
	
		
		
			Hi Folks,



I am new to the site, so apologize if this is a duplication.  I did a bit of a search, and couldn't find specific answers.



I am not a gamer, but instead use my laptop for CAD work, including full color renderings, ""fly-thrus"", etc, and I want to maximize that process.

Currently have a laptop with these specs:

Intel i7-8750 CPU @ 2.2GHz

16GB RAM

500GB in C drive

2TB in D drive

Invidia GTX 1070 card



What would a good upgrade be (to any of the components if applicable), but specifically to the GTX 1070?



Thanks in advance for any recommendations!



Cole
		
		Click to expand...
	
I think it will help if you gives us a budget, but if it is for productivity, a laptop Ryzen 4800H will helped a lot as you get 8 cores 16 threads and pair it with a AMD 5500M or Nvidia 1660Ti or RTX 2060, you will have a decent gaming laptop. You will probably spend around $1,100 to $1,200."
"1595188608-6140","https://hardforum.com/forums/video-cards.3/","What vga to throw in this rig?","https://hardforum.com/threads/what-vga-to-throw-in-this-rig.1997551/","hmz","I was thinking about upgrading to 10th get platform, but I got this i3 8100 rig with outdated Radeon R9 200 series vga. I haven't been playing in a long time and I really want to put some time to it.

I am thinking about..

Putting 32GB of ram

Getting a new vga that would be playable at 2560x1440 resolution (better not be power hungry due to this mATX case with limited airflow)

Maybe upgrade the cpu if needed?"
"1595188665-6738","https://hardforum.com/forums/video-cards.3/","Guy damages rare collectible graphics card :(","https://hardforum.com/threads/guy-damages-rare-collectible-graphics-card.1957134/","Face2Face","trasixes said:
			
		
	
	
		
		
			The 5800 is rare? How about the 5900, 5900 XT, and 5950? I have those 3 in storage haha.
		
		Click to expand...
	
Not as rare, but can be hard to find. PM me if you want to sell the 5900 or 5950."
"1595188631-6374","https://hardforum.com/forums/video-cards.3/","Is this fast enough for Fortnite ?","https://hardforum.com/threads/is-this-fast-enough-for-fortnite.1998348/","RamonGTP","DogsofJune said:
			
		
	
	
		
		
			Snarky? No, but I can be if you wish.

Most games have system requirements, those are the ones for Fortnite. Easy enough to find, or even reviews of the game itself and what hardware was used.

Question was asked, and it's been answered. More so than your response.



As for bad advice, take it up with Epic as it isn't me who set and posted these requirements.
		
		Click to expand...
	
You aren't being snarky, you're being ignorant. The difference between someone that knows what they are talking about and doesn't know what they are talking about is, those that know what they are talking about know minimum sys req give you a shit experience so they don't bother replying with them. Those that don't have a clue will reference said requirments and claim it's not their fault they posted it."
"1595188629-6344","https://hardforum.com/forums/video-cards.3/","How does the GTX 1070 Ti SC hold up now' a days?","https://hardforum.com/threads/how-does-the-gtx-1070-ti-sc-hold-up-now-a-days.1997585/","funkydmunky","You said you were using it as an extra gaming PC. So how does it compare to your regular PC? 

What are the other specs of the system? Is the GPU even the weak link? 

Why so vague?"
"1595188642-6502","https://hardforum.com/forums/video-cards.3/","How would you stress test integrated graphics?","https://hardforum.com/threads/how-would-you-stress-test-integrated-graphics.1998344/","CruisD64","melk said:
			
		
	
	
		
		
			NUC and done. You're really overthinking this.
		
		Click to expand...
	
This"
"1595188597-6083","https://hardforum.com/forums/video-cards.3/","Need a cheap, but ""modern"", GPU.","https://hardforum.com/threads/need-a-cheap-but-modern-gpu.1997972/","Absalom","Wouldn't put too much into the whole future proofing right now with HDMI 2.1 video cards about to come out later this year. Regardless, the 1050 (and others like it) should serve your current TV rather well."
"1595188639-6467","https://hardforum.com/forums/video-cards.3/","Cheaper card for 3440x1440? Gtx 1070 or newer ?","https://hardforum.com/threads/cheaper-card-for-3440x1440-gtx-1070-or-newer.1998844/","cybereality","Well, I recently got a 3440x1440 monitor and it is a lot of pixels.



Even with a 2080 Ti, I'm getting around 100 - 120 fps in new games on high settings.



Might be a little rough for a GTX 1070 to hold up unless you are talking about low settings or 60 Hz."
"1595188665-6707","https://hardforum.com/forums/video-cards.3/","Guy damages rare collectible graphics card :(","https://hardforum.com/threads/guy-damages-rare-collectible-graphics-card.1957134/","erek",""
"1595188635-6422","https://hardforum.com/forums/video-cards.3/","Hopper in 1 year and not 2?","https://hardforum.com/threads/hopper-in-1-year-and-not-2.1998854/","Armenius","Stoly said:
			
		
	
	
		
		
			I recall nvidia used to have a 6 month cycle.  Those were the days   



They even tried to implement a 6-12 month cycle when they tried to enter the mobile market. It failed even before it started. 
		
		Click to expand...
	
Manufacturing and R&D costs was a lot cheaper 20 years ago."
"1595188644-6504","https://hardforum.com/forums/video-cards.3/","Odd inquiry: Solidworks 2020 and Plex VM graphics card","https://hardforum.com/threads/odd-inquiry-solidworks-2020-and-plex-vm-graphics-card.1998441/","noxqzs","For Solidworks, depending on your model size, you can get away with integrated intel graphics.   I use a couple of basic systems for modeling parts for my cnc.  The laptop in this picture is almost 10 years old.  Most of the parts on the mini cnc were modeled in Solidworks  and 3d printed.  Quadro features can also be enabled by creating a REGISTRY entry in the graphics section.  You can enable realview rendering for example, as well as full scene antialiasing.  If your main use will be for training/hobbyist then bare minimum will suffice.  For rendering and plex server, obviously you want fastest cpu/gpu you can manage.


		
			
		
		


<img src=""https://hardforum.com/data/attachment-files/2020/07/359796_IMG_20200416_161646.jpg"" data-url="""" class=""bbImage"" data-zoom-target=""1"" alt=""IMG_20200416_161646.jpg"" style="""" />"
"1595188629-6345","https://hardforum.com/forums/video-cards.3/","How does the GTX 1070 Ti SC hold up now' a days?","https://hardforum.com/threads/how-does-the-gtx-1070-ti-sc-hold-up-now-a-days.1997585/","drutman","Should be good I use a five year old AMD XFX 390X at your resolution at it is fine @ 144 Hz with minimal lowering of settings.  

I am on the X99 platform and it does not even break a sweat."
"1595188654-6587","https://hardforum.com/forums/video-cards.3/","Are you going for reference Big Navi/RTX 3xxx or waiting for AIB offers?","https://hardforum.com/threads/are-you-going-for-reference-big-navi-rtx-3xxx-or-waiting-for-aib-offers.1997399/","kirbyrj","Ready4Dis said:
			
		
	
	
		
		
			Didn't AMD say they're next reference design was not going to be blower style or am I misremembering something I heard/read?  If so, might not make to big of a difference.  Nvidia reference design are normally pretty good, but obviously partner boards can can come with a free extras or slight differences.  Reference boards are typically easiest to find water blocks for if that's your thing.
		
		Click to expand...
	
The new 5600XT's ""reference"" card isn't a blower.  I don't think we'll see another reference blower from them.  You might see some reference PCB's with blowers depending on the manufacturer as there are always a few of them."
"1595188661-6703","https://hardforum.com/forums/video-cards.3/","GPU - diminishing returns reached","https://hardforum.com/threads/gpu-diminishing-returns-reached.1998052/","Wade88","NVENC is pretty cool though the streamer kids don't need capture cards afaik with it."
"1595188656-6610","https://hardforum.com/forums/video-cards.3/","Multi-monitor setup - how to make more stable","https://hardforum.com/threads/multi-monitor-setup-how-to-make-more-stable.1997465/","pendragon1","with 5 different monitors and 3 different resolutions youre probably never gonna get it to sleep right. turn off sleep and just hit the power buttons on the monitors."
"1595188610-6170","https://hardforum.com/forums/video-cards.3/","Geforce 1660 Super overheating","https://hardforum.com/threads/geforce-1660-super-overheating.1998039/","bikemanI7","Yeah i'll see if shop can get a front fan into front, or swap to  a newer case with better cooling capablities.     This case i know isn't best for cooling,  but i figured my old card wasn't a blower type, so this one should've been fine, though old card only had 1 GPU fan, and was much smaller in size.



What size fan would it possibly take in the front?  i have an extra 80mm around that i accidently ordered a while back,  Noctua (if spelled right) one --just have to find the box its in after moving"
"1595188627-6327","https://hardforum.com/forums/video-cards.3/","Gpu has exceeded temperature threshold","https://hardforum.com/threads/gpu-has-exceeded-temperature-threshold.1996940/","pendragon1","princeboy47 said:
			
		
	
	
		
		
			Yes i understand. But it isn't 80. As when the game renders it goes straight up to 90 then 94 then 95. That is not the weather all the time though. It was so ths morning and yesterday's morning and during night it is under 30 degrees. Back to topic, problems seems to me more of a technical than related to weather. As mentioned the temps goes straight up instantly and down the same way and slowly from 70 and lesser. So i just made sure nothing in the case is blocking air to gpu fans. It's okay. Still temps are 94 93 95. No change ingame
		
		Click to expand...
	
did you clean it yet?"
"1595188652-6560","https://hardforum.com/forums/video-cards.3/","Can you guess what's coming to my collection?","https://hardforum.com/threads/can-you-guess-whats-coming-to-my-collection.1998924/","auntjemima","Aegir said:
			
		
	
	
		
		
			And here I am still using my old BFG FX 5600 Ultra...
		
		Click to expand...
	
Lol, still alright for that generation."
"1595188654-6595","https://hardforum.com/forums/video-cards.3/","Are you going for reference Big Navi/RTX 3xxx or waiting for AIB offers?","https://hardforum.com/threads/are-you-going-for-reference-big-navi-rtx-3xxx-or-waiting-for-aib-offers.1997399/","vegeta535","DooKey said:
			
		
	
	
		
		
			I believe you are going to be wrong. I guess we'll find out this winter.
		
		Click to expand...
	
I don't think he will be honestly. What ever AMD releases probably be around 2080ti speed at best. Nvidia been doing nothing but milking people. I expect HDMI 2.1 and a big RTX push with the 3xxx series. We going to be lucky if there isn't a price increase."
"1595188654-6591","https://hardforum.com/forums/video-cards.3/","Are you going for reference Big Navi/RTX 3xxx or waiting for AIB offers?","https://hardforum.com/threads/are-you-going-for-reference-big-navi-rtx-3xxx-or-waiting-for-aib-offers.1997399/","M76","I think I'm skipping this generation. Gains won't be enough to even worth the hassle. I'd be surprised if it will be over 20% faster in anything but RTX."
"1595188635-6418","https://hardforum.com/forums/video-cards.3/","Hopper in 1 year and not 2?","https://hardforum.com/threads/hopper-in-1-year-and-not-2.1998854/","sirmonkey1985","doubt it.. maybe on the enterprise side at the ultra top end but generally nvidia has stuck to their minimum 2 year release cycle on the consumer side.. both Nvidia and AMD have pretty much agreed that the 1 year release cycle fiesta that was happening about 10 years ago was unsustainable."
"1595188595-6053","https://hardforum.com/forums/video-cards.3/","DisplayPort to Dual Link DVI adapters for 2560x1440?","https://hardforum.com/threads/displayport-to-dual-link-dvi-adapters-for-2560x1440.1954222/","kyriptic","https://www.amazon.com/gp/product/B00DYRQXMK/ref=oh_aui_detailpage_o00_s00?ie=UTF8&psc=1



going to give that a shot since i don''t want to pay $100 on an adapter hopefully it works lol"
"1595188658-6633","https://hardforum.com/forums/video-cards.3/","Who's making moves to get ready for the new release of cards?","https://hardforum.com/threads/whos-making-moves-to-get-ready-for-the-new-release-of-cards.1998625/","Mylex","I'm sure we will see similar prices as people (me included) complained but still opened their wallets up and cards were constantly out of stock. AMD wanted to charge more for their 5700xt but it didn't compare well to the 70 super so they took a step back. Even if they compare well prices we are seeing are here to stay."
"1595188665-6711","https://hardforum.com/forums/video-cards.3/","Guy damages rare collectible graphics card :(","https://hardforum.com/threads/guy-damages-rare-collectible-graphics-card.1957134/","mnewxcv","But I thought overclocking was safe?"
"1595188631-6373","https://hardforum.com/forums/video-cards.3/","Is this fast enough for Fortnite ?","https://hardforum.com/threads/is-this-fast-enough-for-fortnite.1998348/","crazycrave","I did not mean to get some of you to act like kids .. my bad !"
"1595188601-6094","https://hardforum.com/forums/video-cards.3/","no display from new card","https://hardforum.com/threads/no-display-from-new-card.1998054/","rhansen5_99","What are the rest of specs to build?  Maybe power issue to card, you have the 6pin and 8 pin power in there?"
"1595188642-6495","https://hardforum.com/forums/video-cards.3/","How would you stress test integrated graphics?","https://hardforum.com/threads/how-would-you-stress-test-integrated-graphics.1998344/","BassTek","I'll second that an a top of the line NVME drive doesn't make sense. I would just stick a cheaper SSD in there. If you must go NVME there are cheaper options with more storage that will be nearly as good (a quick search shows the WD Black 500GB model on newegg.ca for $110).



But honestly get the biggest capacity SATA SSD for your budget, I doubt he will notice the difference."
"1595188650-6540","https://hardforum.com/forums/video-cards.3/","Newbie graphics card question  GTX 1070","https://hardforum.com/threads/newbie-graphics-card-question-gtx-1070.1998008/","defaultluser","smithco said:
			
		
	
	
		
		
			Thank you!
		
		Click to expand...
	


You can also  buy a Thunderbolt 3 external dock, but then you need to make sure you buy a laptop with a a full x4 dedicated slot for Thunderbolt expansion bus (you're going to need the bandwidth to feed a fast card).



https://3dinsider.com/thunderbolt-3-external-gpus/



But the upside Thunderbolt 3 is it's a universal standard, so you should be able to continue to upgrade cards/reuse the enclosure.



Do you think you could cart around an expansion box?  You could always leave it in your car, and only break nit out when you  need to do ma demanding render."
"1595188597-6078","https://hardforum.com/forums/video-cards.3/","Need a cheap, but ""modern"", GPU.","https://hardforum.com/threads/need-a-cheap-but-modern-gpu.1997972/","fleggett","Hi guys.  My beloved Samsung 67"" DLP finally kicked the can recently, so I had to get a quick replacement.  My local Costco had a good deal on a QN75Q6DRAFXZA with white glove shipping, so it's now sitting in my house.



Thing is, it's FAR more modern than the motherboard to which it is attached (an ASRock Z97 Extreme6).  According to the manual, this particular ASRock has an undisclosed HDMI spec that can only output 3840x2160 @ 30 Hz.  It also has DisplayPort 1.2, but that doesn't help much since the TV only has HDMI ports and the 1.2 spec in and of itself is also fairly old.  Besides, I'm sure I need to completely bypass the Intel HD 4600 graphics subsystem.



So, it looks like to take full advantage of the TV, I'll have to get a dedicated GPU.  Can anyone recommend a card that has the latest HDMI spec for HDR viewing?  I won't be gaming on this system, as it's my HTPC, so just a minimum-spec card will do just for watching 4K content.  Either green or red is fine.  Prefer something around $50, if possible.



Thanks in advance."
"1595188637-6439","https://hardforum.com/forums/video-cards.3/","Intel Larrabee - a prototype","https://hardforum.com/threads/intel-larrabee-a-prototype.1948986/","Red Falcon","ShuttleLuv said:
			
		
	
	
		
		
			Nothing defeats teh b1tb0yz 0y!
		
		Click to expand...
	
I do feel bad about it, though.

erek was nice enough to share the link to it with everyone, and then I swept the rug out from underneath him. :/

I didn't do it to be mean, though, I did it for the preservation of badass technology from the late 2000s!"
"1595188614-6194","https://hardforum.com/forums/video-cards.3/","What is a Ventus card?","https://hardforum.com/threads/what-is-a-ventus-card.1998035/","auntjemima","Never heard of it. I would avoid."
"1595188585-5968","https://hardforum.com/forums/video-cards.3/","Same performance at different res. How can this be?","https://hardforum.com/threads/same-performance-at-different-res-how-can-this-be.1997650/","ibex333","Sorry, I made a mistake. The CPU is X3470. The CPU usage in COH never goes above 35% according to Afterburner."
"1595188656-6624","https://hardforum.com/forums/video-cards.3/","Multi-monitor setup - how to make more stable","https://hardforum.com/threads/multi-monitor-setup-how-to-make-more-stable.1997465/","ss88","ss88 said:
			
		
	
	
		
		
			System specs:

Dell XPS 8900

Core i7-6700 @ 4GHz

32gb DDR4 RAM

Intel HD Graphics 530 (integrated)

AMD Radeon RX 480 8gb

256gb SSD

2TB HDD



I have no monitors connected to the integrated graphics ports. I have the following 5 monitors (all at native resolutions) connected to the RX 480:

DP port 1: 1920x1200; daisy-chained 1080x1920 (portrait orientation)

DP port 2: 1920x1200

DP port 3: 1920x1080

HDMI port: 2160x3840 (portrait orientation)



This monitor configuration is somewhat unstable. When the computer wakes from sleep, sometimes all the monitors wake up, sometimes 1 will not wake (not always the same monitor) - I can usually wake the sleeping monitor by going into Windows 10 Display Settings, where Windows thinks the monitor is connected and awake, disable the monitor and then re-enable it. Even when the computer is running, very occasionally a monitor will drop out and go to sleep.
		
		Click to expand...
	
Wanted to follow up on this. I swapped out the Radeon card for two Nvidia NVS 510 cards. Been a few weeks and this change seems to have resolved two issues:

1. monitors not all waking up from sleep. Since the swap, all monitors reliably wake up from sleep

2. occasionally a monitor drops out while PC is running. Since the swap, this has not happened.



One issue that remained was a couple of monitors occasionally have very brief instances of distortions/flashing on parts of the screen. I swapped out those DP cables for Accel DP cables and that issue seems to be resolved.



And as a bonus, I added a 6th monitor (2k monitor). So now I've got:

2 x 1920x1080

2 x 1920x1200

1 x 2560x1440

1 x 3840x2160



Only display issue I have is some windows will be rearranged upon waking from sleep, but from my experience and what I've read, this issue has always plagued Windows multi-monitor setups using DisplayPort. It's annoying, but not a big deal. And I do run DisplayFusion, which may exacerbate things, but I recall I had this issue even before I started using DisplayFusion.



As for suggestions to use HDMI or DVI, this isn't an option once you ramp up the number of monitors. On many cards,  you are limited to a max of 2 HDMI and or DVI connections. So for 5 or 6 monitor setups, you have to use DP."
"1595188627-6299","https://hardforum.com/forums/video-cards.3/","Gpu has exceeded temperature threshold","https://hardforum.com/threads/gpu-has-exceeded-temperature-threshold.1996940/","princeboy47","Hi all,,



I have this rig

Intel core I5-4440 3.1GHz

16GB RAM 1600MHz

Gigabyte B85-HD3

AMD R9 390X gaming MSI 8GB

Seasonic 850FX focus 80+ Gold

120GB ssd for system



I just bought the PSU like a month ago then after some days the gpu started to have normal gaming temperature from 90 to 95 which exceeds normal temperature. I have no experience about why nor how. So please help."
"1595188658-6650","https://hardforum.com/forums/video-cards.3/","Who's making moves to get ready for the new release of cards?","https://hardforum.com/threads/whos-making-moves-to-get-ready-for-the-new-release-of-cards.1998625/","mazeroth","jmilcher said:
			
		
	
	
		
		
			I did the same actually. Sold my 1080ti, added $50 to it and bought a 2080 super at microcenter. I could t believe what people were willing to pay for a 1080ti.
		
		Click to expand...
	
How much did you get, and which card did you sell?



I had my 1080 Ti up for sale locally for about a week before someone bought it. Initially listed it for $500 (I knew people would haggle). Then, I dropped it to $450, since no one was serious. It sat at $450 for a few days until a guy offered me $420 for it. The only reason I sold it was because I picked up a mint Radeon 5700 for $200 locally, which is holding me off just fine. I figure I'll get my $200 back out of it once I snag a 3xxx series card, so it was a free rental. I loved my 1080 Ti, but since I preordered the new HP Reverb G2 headset, I know I'll need more horsepower to push it. I figured I might as well get the most out of the 1080 Ti, while I could. $420 locally is equivalent to about $500 on ebay, after fees and shipping, and no BS to put up with."
"1595188661-6682","https://hardforum.com/forums/video-cards.3/","GPU - diminishing returns reached","https://hardforum.com/threads/gpu-diminishing-returns-reached.1998052/","johnnysd","cybereality said:
			
		
	
	
		
		
			Yeah, 4K is pretty nice but we are approaching a limit. For example, monitors have been getting larger, but there is a limit on what is comfortable on a desk (which is probably in the 30 - 40"" range).



Similarly, 4K on a 40"" screen looks great. I'm sure 8K is cool, but it can't look 4 times better, at least not given the same screen size / distance and the boundaries of human perception.



I think it will be like audio. I mean, we have been using basically the same standards for decades, and while there have been improvements (like surround sound) we are still not that far away from when CDs came out in the 80's.
		
		Click to expand...
	
For me 32"" is the perfect size since you can see the full screen without panning and it is great for productivity as well.  Ultimately once we get to 32"" HDR 4K 144hz I dont really see me going past that. I know these are coming this year, but not sure I can do the $3500 price tag but they should come down in price.  I personally would rather game at 4K 60fps than 1440 at 144Hz but that is just me, so I need it in a 4K monitor."
"1595188627-6322","https://hardforum.com/forums/video-cards.3/","Gpu has exceeded temperature threshold","https://hardforum.com/threads/gpu-has-exceeded-temperature-threshold.1996940/","princeboy47","Also during movie cutscenes the temp decreases to 80 degrees instantly! Which means it heats up inside the game while rendering..."
"1595188585-5963","https://hardforum.com/forums/video-cards.3/","Same performance at different res. How can this be?","https://hardforum.com/threads/same-performance-at-different-res-how-can-this-be.1997650/","Lepardi","How are you doing integer scaling? I thought it's only available for Turings."
"1595188665-6714","https://hardforum.com/forums/video-cards.3/","Guy damages rare collectible graphics card :(","https://hardforum.com/threads/guy-damages-rare-collectible-graphics-card.1957134/","bman212121","Chimpee said:
			
		
	
	
		
		
			Boy GPU shroud have come a long way.
		
		Click to expand...
	
Keep in mind too that the power budgets on GPUs exploded during that time. For all intents and purposes, the AGP slot was only designed to push 50W of power. I just looked up some info and the Ti4600 reference card didn't have any auxiliary power connectors on it, so obviously that card was < 50W draw. The 5800 series was a big leap as it required external power, and also needed to cool that beast. I'm not sure if anyone had a shroud cooler like that before the 5800 came out, so it might have been the original pioneer in that market. (Maybe a 3rd party was testing a design like that, I'm not sure)"
"1595188642-6496","https://hardforum.com/forums/video-cards.3/","How would you stress test integrated graphics?","https://hardforum.com/threads/how-would-you-stress-test-integrated-graphics.1998344/","Red Falcon","You definitely don't need five fans for that case or what will be running in it - one 120mm in the back and one or two 120mm in the front of the case is plenty (one in the back would probably be sufficient as well), so you might be able to save a bit of money on those if you can return them.

The custom build you got for him looks like a good solid build, though, and really, a SFF Dell OptiPlex, for that price, probably would not have been much better, and that case will allow you better standardization for replacing different parts than a pre-built would with proprietary parts."
"1595188658-6640","https://hardforum.com/forums/video-cards.3/","Who's making moves to get ready for the new release of cards?","https://hardforum.com/threads/whos-making-moves-to-get-ready-for-the-new-release-of-cards.1998625/","nimbulan","I'm fine on my 1070 until the new cards get here.  Probably a smart move to sell your 2080 before any concrete info makes its way out since the resale value of Turing cards is likely to drop like a rock.



And now we wait and hope that AMD will force prices down a bit, rather than raising theirs to match nVidia."
"1595188627-6333","https://hardforum.com/forums/video-cards.3/","Gpu has exceeded temperature threshold","https://hardforum.com/threads/gpu-has-exceeded-temperature-threshold.1996940/","princeboy47","Nope, no new drivers. Actually it's been many summers like this and gpu never exceeded up that much at all. That's scary to me and i feel it's related to something else. Max temp remembered never exceeded 90, and never i recall 90 ever at all."
"1595188631-6363","https://hardforum.com/forums/video-cards.3/","Is this fast enough for Fortnite ?","https://hardforum.com/threads/is-this-fast-enough-for-fortnite.1998348/","ThreeDee","my daughter used to play this game on her 2200g .. she says, ""yes .. it's fast enough for the kids"""
"1595188608-6141","https://hardforum.com/forums/video-cards.3/","What vga to throw in this rig?","https://hardforum.com/threads/what-vga-to-throw-in-this-rig.1997551/","TheHig","It’s a 4 core 4 thread cpu in 2020 so midrange GPU at most. Something in the gtx1080 range maybe. Rx5600xt, RTX 2060 or 2060 super.



more ram is nice and can be carried to a new DDR4 platform so up to you.



If it were me I would upgrade the GPU for sure so do just that and see. If you have 16gb Ram now especially."
"1595188642-6490","https://hardforum.com/forums/video-cards.3/","How would you stress test integrated graphics?","https://hardforum.com/threads/how-would-you-stress-test-integrated-graphics.1998344/","MrAgmoore","Furious_Styles said:
			
		
	
	
		
		
			I agree with others, heaven/valley with a lower res like 720p is perfect.  Can combine it with any of the other stress tests and maybe load up all but one core and see where the temps go.  Also kinda funny that you went budget on almost every item except the premium case fans. 
		
		Click to expand...
	
So show me your build for $600 CDN ( 441.52 USD )?



This is my first time using an NVMe drive. I've read that people basically fried their NVMe by not using a custom heatsink ( all it comes with is a thin, copper heat spreader under the sticker ).



If it was just a regular 500 MB/s SSD or even a HDD, I wouldn't worry about fans that much.



The parts + fans + NVMe heatsink already put me over budget by $250 CDN or so.



When I bought the Corsair case, I didn't realise that it would only come with 1 shitty (made in China) 1K RPM rear exhause fan so that was my mistake. There are 2 front fans, 2 top fans and after removing the hard drive cage, you can even mount one on the case floor. I had already planned to subsidize anything past the $600 CDN mark."
"1595188603-6128","https://hardforum.com/forums/video-cards.3/","Need a bit of help re: multi-monitor","https://hardforum.com/threads/need-a-bit-of-help-re-multi-monitor.1998066/","Scream And Fly","Thanks guys I really appreciate it.  Just one other question - my monitors both have DVI and DisplayPort ports on them.  If the video card has one of each port (DVI, DisplayPort, HDMI), I assume I will connect one monitor to the DVI and one to the DisplayPort ports?  

I really appreciate the help a great deal."
"1595188595-6060","https://hardforum.com/forums/video-cards.3/","DisplayPort to Dual Link DVI adapters for 2560x1440?","https://hardforum.com/threads/displayport-to-dual-link-dvi-adapters-for-2560x1440.1954222/","kyriptic","noxqzs said:
			
		
	
	
		
		
			I haven't had good luck with active display adapters that didn't have auxiliary power when working above 1900x1xxx resolution.
		
		Click to expand...
	
From reading reviews it does seem hit or miss. But I can confirm the one I mentioned does 2560x1440 at 60hz for now lol. Does take a few extra seconds for input to show up"
"1595188589-6027","https://hardforum.com/forums/video-cards.3/","What is up with the used graphics card price market?","https://hardforum.com/threads/what-is-up-with-the-used-graphics-card-price-market.1996980/","HAL_404","I still have a case of toilet paper if anyone's interested in trading (straight across) for their RTX 2080 Ti  



Just when I stop wondering how stupid people can get they come up with another reason for me to wonder some more"
"1595188644-6505","https://hardforum.com/forums/video-cards.3/","Odd inquiry: Solidworks 2020 and Plex VM graphics card","https://hardforum.com/threads/odd-inquiry-solidworks-2020-and-plex-vm-graphics-card.1998441/","Outlaw85","noxqzs said:
			
		
	
	
		
		
			For Solidworks, depending on your model size, you can get away with integrated intel graphics.   I use a couple of basic systems for modeling parts for my cnc.  The laptop in this picture is almost 10 years old.  Most of the parts on the mini cnc were modeled in Solidworks  and 3d printed.  Quadro features can also be enabled by creating a REGISTRY entry in the graphics section.  You can enable realview rendering for example, as well as full scene antialiasing.  If your main use will be for training/hobbyist then bare minimum will suffice.  For rendering and plex server, obviously you want fastest cpu/gpu you can manage.

View attachment 258154
		
		Click to expand...
	


Thank you. I will have to get more info on expected use. It is for training but for work and I don't know the level of details they use there. 



For the solidworks / plex, I was trying to see if I can hit two birds with one stone to not waste money on parts. Looks like a p4000 can be had for about 5-600 and if I remember can handle h265 transcode. 



Also, I did see a GRID K2 gpu for a good price ($100) but looks like it's pushing age here."
"1595188631-6359","https://hardforum.com/forums/video-cards.3/","Is this fast enough for Fortnite ?","https://hardforum.com/threads/is-this-fast-enough-for-fortnite.1998348/","Eshelmen","Put everything on low except for view distance and textures on epic and yes, should be plenty fast for them.



That's how the pros do it."
"1595188633-6383","https://hardforum.com/forums/video-cards.3/","Graphics Card Autopsy - MSI 980 Ti ""Golden Edition""","https://hardforum.com/threads/graphics-card-autopsy-msi-980-ti-golden-edition.1993063/","Rvenger","RazorWind said:
			
		
	
	
		
		
			Sure!  Figure out what it's worth to you, including shipping, to me in 78660 and send me a PM.





We're obviously not going to be able to repair that such that it would be like new, but if we could clear the short through the board, we actually may be able to get the card to run with the remaining seven phases.  There's nothing really stopping it from working that way if the core is good, especially with a VRM design like this that's not particularly smart.
		
		Click to expand...
	


That is true. the PCB was overkill, it would work fine with the 7 phases."
"1595188633-6408","https://hardforum.com/forums/video-cards.3/","Graphics Card Autopsy - MSI 980 Ti ""Golden Edition""","https://hardforum.com/threads/graphics-card-autopsy-msi-980-ti-golden-edition.1993063/","RazorWind","Solan said:
			
		
	
	
		
		
			Yes that’s one of them. I may have also been thinking of a German one that happens to also be a MSI 980 Ti having an issue with one of those mosfets.




	
		
	

		
		Click to expand...
	
Huh.  I hadn't seen that one.  It's interesting that the only thing he had to change was the DrMOS package.  Your card definitely has something else wrong, since it keeps killing them.  I actually replaced it again after I posted about it yesterday, and it killed that one after just a few seconds.



I feel like the problem pretty much has to be related to the bootstrap circuit, but I can't find anything obviously wrong with it.  I gave up on it for a while yesterday afternoon, but I'll look at it again soon.








	
		
			
				auntjemima said:
			
		
	
	
		
		
			This thread is amazing,
		
		Click to expand...
	
Thanks, I'm glad you like it!"
