web-scraper-order,web-scraper-start-url,thread_link,thread_link-href,username,text
"1595187787-4726","https://hardforum.com/forums/intel-processors.5/","What CPU can I upgrade to?","https://hardforum.com/threads/what-cpu-can-i-upgrade-to.1993925/","SLP Firehawk","marshac said:
			
		
	
	
		
		
			Not to necro this thread, but if anyone is still rocking a 2011 like myself and the OP...



I just received a 1680v2 from eBay today. Dropped it in, smeared some MX4, and went into the BIOS - 1.25v and said ""meh, lets try a 45 multiplier"" and booted.... right up. Benchmarks, 3dmark, etc and everything is stable. Temps are higher than my 3930k and hit low 70s under the benchmark load - CPUmark is about 19200 - this isn't too far off from a 3800x which (rounding up) is about 24k. For a CPU that's seven years old, that's pretty amazing. Totally worth the $180.
		
		Click to expand...
	
Thanks for sharing.  I was actually looking at these online again about an hour ago.   Trying to determine how to make a good choice since they are all used CPUs. I will have to remove my motherboard (uhhgh!) to change cooler and CPU since there isn't access to the backplate.  That is really making me question doing the upgrade since it won't be a major performance boost....but I still am wanting to"
"1595187787-4721","https://hardforum.com/forums/intel-processors.5/","What CPU can I upgrade to?","https://hardforum.com/threads/what-cpu-can-i-upgrade-to.1993925/","Morphes","Another CPU to consider if you just wanted more cores: Xeon E5-2690 



they are around $65 on ebay



I would def say try overclocking as well. Worst case you don't get much out of it and upgrade the cpu anyway. You may want to re-apply thermal paste too, just to help with temps if they get high when doing the overclock.



Let us know the results!"
"1595187747-4379","https://hardforum.com/forums/intel-processors.5/","i7 5930K, safe voltage with safe temp.","https://hardforum.com/threads/i7-5930k-safe-voltage-with-safe-temp.1834657/","tonyftw","sblantipodi said:
			
		
	
	
		
		
			any reason for this suggestion?

my 5930K at 1.3V does not go over 65c with every synthetics I used, prime 28 too.



I have an H80i.
		
		Click to expand...
	
Run an fpu test only on aida64 or intelburntest on very high, and report back your temps. My 5820k peaks at 85c at 1.30 volts with 360+240mm worth of rad cooling it.



For gaming, my temps are usually in the high 50's, low 60's though."
"1595187745-4339","https://hardforum.com/forums/intel-processors.5/","1366 x58 Xeon Enthusiast overclocks club","https://hardforum.com/threads/1366-x58-xeon-enthusiast-overclocks-club.1820772/","primetime","Araxie said:
			
		
	
	
		
		
			just disable half of available processors. you probably have in the set affinity setup: 



CPU 0 -

CPU 1 -

CPU 2 - 

CPU 3 - 

CPU 4 - 

CPU 5 - 

CPU 6 - 

CPU 7 - 

CPU 8 - 

CPU 9 - 

CPU 10 - 

CPU 11 - 

CPU 12. 



you have to uncheck 1-3-5-7-9-11. that just to make it easy to disable hyperthreading anytime fast without reboot. in any case disable hyperthreading in Bios its the same.
		
		Click to expand...
	
seriously this cant be right lol im pushing 22% how is that stressing my cpu?



	
	
		
		


	


	
		
			
		
		


<img src=""http://[URL=http://s1362.photobucket.com/user/Sean_Adkins/media/Capture_zps53ccc36b.jpg.html][IMG]http://i1362.photobucket.com/albums/r699/Sean_Adkins/Capture_zps53ccc36b.jpg"" data-url=""http://[URL=http://s1362.photobucket.com/user/Sean_Adkins/media/Capture_zps53ccc36b.jpg.html][IMG]http://i1362.photobucket.com/albums/r699/Sean_Adkins/Capture_zps53ccc36b.jpg"" class=""bbImage"" data-zoom-target=""1""  style="""" />


	

[/URL][/IMG]





edit...im i doing the wrong process? should it be line pack possibly? this is what i did according to both of your instructions....i apologize if i seem a little ""drunk as fuck"" 



	
	
		
		


	


	
		
			
		
		


<img src=""http://[URL=http://s1362.photobucket.com/user/Sean_Adkins/media/Capture2_zps13f4070e.jpg.html][IMG]http://i1362.photobucket.com/albums/r699/Sean_Adkins/Capture2_zps13f4070e.jpg"" data-url=""http://[URL=http://s1362.photobucket.com/user/Sean_Adkins/media/Capture2_zps13f4070e.jpg.html][IMG]http://i1362.photobucket.com/albums/r699/Sean_Adkins/Capture2_zps13f4070e.jpg"" class=""bbImage"" data-zoom-target=""1""  style="""" />


	

[/URL][/IMG]"
"1595187806-4963","https://hardforum.com/forums/intel-processors.5/","What do I do with a E5-2687W Processor?","https://hardforum.com/threads/what-do-i-do-with-a-e5-2687w-processor.1998885/","Aegir","I'm with Smoblikat.

I'm currently trying to build a NAS Router with either an x79 motherboard or an AM3+ motherboard.

I just need a better CPU and some nice RAM, but it's kinda expensive. Not THAT expensive, but enough that I can't just buy it flippantly."
"1595187783-4643","https://hardforum.com/forums/intel-processors.5/","Hold out for 10900k, grab 10700, or just go with a discounted 9900K?","https://hardforum.com/threads/hold-out-for-10900k-grab-10700-or-just-go-with-a-discounted-9900k.1997849/","Eshelmen","Anyone see temp drops from their GPU when using a CPU AIO?

My 212 EVO isn’t cutting it. Just curious if I’d see a bit lower GPU temps with a CPU AIO assuming case temps should drop after removing an cpu blower . Right?"
"1595187783-4634","https://hardforum.com/forums/intel-processors.5/","Hold out for 10900k, grab 10700, or just go with a discounted 9900K?","https://hardforum.com/threads/hold-out-for-10900k-grab-10700-or-just-go-with-a-discounted-9900k.1997849/","kirbyrj","nealx01 said:
			
		
	
	
		
		
			Please do. I've bought bottom intel bins from SILlotto.. they can still do higher than their rated clock, they just need more voltage. If he hadn't said it was for gaming and didn't appear to care about K or non, I wouldnt have said anything.

4.9 vs 5.0ghz isn't gonna be the difference for 144hz 2k. The graphics card is.



Deffinetly share how it goes with the 10700
		
		Click to expand...
	
I get it with SL.  They still have to run a business and warranty claims can be problematic, so they are probably conservative with their numbers.



So I set the PL1/PL2 to 225W.  Tau is set to 128 seconds, but I don't think it will make a difference since PL1/PL2 are the same.  I set the BCLK to 102 and my all core OC is ~4.7Ghz, single core ~4.9Ghz.  This is all running on air on my old OG Scythe Fuma.  IBT short run gets me around 75C and 160W power draw.  I might give 103 a go later, and that should net me another ~50Mhz on both single and all core.



Honestly, for $335, I can't complain.  I get 2C/4T more than the 10600k for slightly more money (much greater availability).  I bought a Z490 board anyway for the flexibility, but with manufacturers allowing power limit adjustments on the B460 boards, you can get a lot of bang for the (Intel) buck."
"1595187804-4941","https://hardforum.com/forums/intel-processors.5/","No excitement about intel's latest offering??","https://hardforum.com/threads/no-excitement-about-intels-latest-offering.1996595/","kirbyrj","Digital Viper-X- said:
			
		
	
	
		
		
			As some people who I think are currently banned have pointed out, Intels 10nm is on par with TSMC 7nm
		
		Click to expand...
	
It may be except in one vital area...TSMC 7nm parts are available on the desktop and Intel 10nm parts aren't."
"1595187741-4279","https://hardforum.com/forums/intel-processors.5/","Any still running an overclocked i7 5820k? (haswell-E)","https://hardforum.com/threads/any-still-running-an-overclocked-i7-5820k-haswell-e.1953713/","admiralperpetual","I've noticed a lot of cheap x99 boards on ebay lately and have considering upgrading from z77.. however I mostly just do gaming on my home system these days (work system has 5930k), so would going from a 3570k @ 4.2-4.4ghz (weather dependant  to 5820k even make much sense..? all the comparisons I could find were from 2015 and I think more games take advantage of the extra two cores/8 threads now..? DDR4 ram is more an issue however"
"1595187741-4305","https://hardforum.com/forums/intel-processors.5/","Any still running an overclocked i7 5820k? (haswell-E)","https://hardforum.com/threads/any-still-running-an-overclocked-i7-5820k-haswell-e.1953713/","daglesj","Will be using my 5820k for at least another 4-5 years. 



4.3GHz at 1.15v"
"1595187739-4258","https://hardforum.com/forums/intel-processors.5/","Intel's 9th Generation Core Family - Coffee Lake (Refresh)","https://hardforum.com/threads/intels-9th-generation-core-family-coffee-lake-refresh.1963540/","Polo6RGTI","ROG-MAXIMUS-X-HERO-ASUS-1503 BIOS file





<img src=""https://hardforum.com/data/attachment-files/2018/07/thumb/140768_Screenshot_13.png""
		class=""bbImage ""
		style=""""
		alt=""Screenshot (13).png""
		title=""Screenshot (13).png"" />

 

Latest ROG-MAXIMUS-X-HERO-ASUS-1602 BIOS file





<img src=""https://hardforum.com/data/attachment-files/2018/07/thumb/140769_Screenshot_12.png""
		class=""bbImage ""
		style=""""
		alt=""Screenshot (12).png""
		title=""Screenshot (12).png"" />"
"1595187796-4828","https://hardforum.com/forums/intel-processors.5/","I finally upgraded from my 3570k / R9 290X / 16gb ddr3","https://hardforum.com/threads/i-finally-upgraded-from-my-3570k-r9-290x-16gb-ddr3.1997829/","Evil Scooter","That Hyper 212 series has some legs!! They've been selling that same cooler for how many years now? Think I bought one new at release for my nepheew's C2D setup... it was like $13 out the door. Amazing it's still up to the task. Congrats on the upgrade!"
"1595187741-4307","https://hardforum.com/forums/intel-processors.5/","Any still running an overclocked i7 5820k? (haswell-E)","https://hardforum.com/threads/any-still-running-an-overclocked-i7-5820k-haswell-e.1953713/","Neapolitan6th","Been running a 6800k. Through OCing per core using IntelXTU and a touch of BCLK OCing I was able to get 1 core to touch 4.425 gigahertz at a stupid 1.5vcore (the rest of the cores are clocked down at 1.4 vcore) It will score 182 in the single core Cinebench R15 benchmark



Not quite a 5820k, but I certainly think haswell had the OC advantage over Broadwell on the whole"
"1595187728-4169","https://hardforum.com/forums/intel-processors.5/","Intel Plans To Battle AMD Ryzen 4000 In 2020 With Mass of Hyper-Threaded Processors Including 5.3GHz","https://hardforum.com/threads/intel-plans-to-battle-amd-ryzen-4000-in-2020-with-mass-of-hyper-threaded-processors-including-5-3ghz.1991154/","Hagrid","IdiotInCharge said:
			
		
	
	
		
		
			The new ones don't make stuff go any faster than the old ones do 
		
		Click to expand...
	
I did not see your links, so anything else you want to pull out of your hole?"
"1595187733-4205","https://hardforum.com/forums/intel-processors.5/","Upgrade 7820x to 10900x?","https://hardforum.com/threads/upgrade-7820x-to-10900x.1991123/","evilmedic","If you want to get more frame rates at 4K.. Changing CPU will bring very little improvement.  



Without spending more on current CPU and motherboard's   You should consider upping the voltages to get more out of your SkyLake-X

- Up mesh voltage to allow for faster mesh. (Target ~ 3200 MHz)(

- Up CPU voltage to allow for higher clocks. (Target 4.8 or 4.9 GHz)

- Up RAM voltage to get tighter timings and overall lower memory latency.  (Target < 50ns in AIDA 64)



Also, I presume you went 4K because you wanted more image quality. It's worth considering changing display to 48 inch OLED in 2020 too..."
"1595187747-4369","https://hardforum.com/forums/intel-processors.5/","i7 5930K, safe voltage with safe temp.","https://hardforum.com/threads/i7-5930k-safe-voltage-with-safe-temp.1834657/","Araxie","sblantipodi said:
			
		
	
	
		
		
			my 5930K don't go over 4.2GHz with prime 28.x (AVX2) at 1.275V.

so 4.4 at that vcore is very great.

what is your motherboard?

do you changed vcore only?



are you using prime 28.x or older?
		
		Click to expand...
	
prime95 will fry your CPU soon =D.."
"1595187779-4587","https://hardforum.com/forums/intel-processors.5/","QuickCPU Power saving - My settings (Relevant for 6xxx/7xxx/8xxx/9xxx/10xxx processors)","https://hardforum.com/threads/quickcpu-power-saving-my-settings-relevant-for-6xxx-7xxx-8xxx-9xxx-10xxx-processors.1996926/","Keljian","Without the whole shebang:


62-70W with the balanced plan.
44-48W with the updated power plan
That's a delta of about 12-22W, or 1/3 less with the new plan - as always, ymmv



Notes:


I have 5 total fans in the setup, though they are running slow being that it isn't producing much heat
it's powering my keyboard and mouse (which have LEDs... ) , plus webcam.
Bluetooth enabled
Xbox controller dongle attached
System setup per my sig"
"1595187728-4141","https://hardforum.com/forums/intel-processors.5/","Intel Plans To Battle AMD Ryzen 4000 In 2020 With Mass of Hyper-Threaded Processors Including 5.3GHz","https://hardforum.com/threads/intel-plans-to-battle-amd-ryzen-4000-in-2020-with-mass-of-hyper-threaded-processors-including-5-3ghz.1991154/","Auer","kirbyrj said:
			
		
	
	
		
		
			75% is a little extreme.  50% is more realistic depending on which chip you buy.  A 2600 for example was $199 and now is usually $99 on a super sale or $119 normal pricing.  The 2700X was $329 and is now ~$159.  2700 was $299 and is $149.  All of which represent fantastic bang for the buck.



1st gen Ryzen might be around 75% (or more seeing as the 1800x was a $499 launch price part).  But I would have a hard time recommending them since the 2XXX series has much better memory compatibility.
		
		Click to expand...
	
I was dramatizing a bit. But with the game and XGP 3 month free deal I think my 2700 comes close to 75% off."
"1595187749-4417","https://hardforum.com/forums/intel-processors.5/","P3 Tualatin RAM","https://hardforum.com/threads/p3-tualatin-ram.866669/","tom_ozahoski","DAMN! lol....



I got excited for a second when I thought someone was talking about a Tualatin only to be disappointed."
"1595187796-4843","https://hardforum.com/forums/intel-processors.5/","I finally upgraded from my 3570k / R9 290X / 16gb ddr3","https://hardforum.com/threads/i-finally-upgraded-from-my-3570k-r9-290x-16gb-ddr3.1997829/","horrorshow","DanNeely said:
			
		
	
	
		
		
			That doesn't make sense.  If you're wiping an encrypted drive, all you need to do is to nuke the key.  At that point everything on the drive is as much line noise as when it came off the factory floor.
		
		Click to expand...
	
Didn't come with the Bitlocker key, just 'here kid, take this'. I did a 'quick format' without knowing and thus why it can't see the drive.



I f'd up something, that's for sure.... Only solution I see is the longgg format *shrugs



I'm open to ideas/suggestions to save me that hassle?"
"1595187785-4684","https://hardforum.com/forums/intel-processors.5/","Can anybody get me up to speed on the state of the CPU game right now?","https://hardforum.com/threads/can-anybody-get-me-up-to-speed-on-the-state-of-the-cpu-game-right-now.1993202/","N4CR","janas19 said:
			
		
	
	
		
		
			Intel best peak IPC and platform.
		
		Click to expand...
	
Wrong. They have lower IPC than AMD in most workloads, or else they'd be dominating AMD. Only thing keeping them relevant is clockspeeds which leads to them using stupid amounts of power to do the same or slower work than AMD currently.





OP, if you want to tinker AMD will be more fun and use a lot less power. Besides why reward Intel who cheats on security for speed and wanted to keep us on quad cores for the next few decades.."
"1595187745-4326","https://hardforum.com/forums/intel-processors.5/","1366 x58 Xeon Enthusiast overclocks club","https://hardforum.com/threads/1366-x58-xeon-enthusiast-overclocks-club.1820772/","Deimos","Delid experiment on an X5670



Read fully before attempting this, my first recommendation is don't try it unless you like throwing money away.





	
	
		
		


	


	
		
			
		
		


<img src=""http://i538.photobucket.com/albums/ff345/Zeustek/Phobos%20June%202014/IMG_1486.jpg"" data-url=""http://i538.photobucket.com/albums/ff345/Zeustek/Phobos%20June%202014/IMG_1486.jpg"" class=""bbImage"" data-zoom-target=""1""  style="""" />


	





This is the naked X5670.



Steps and tips:



If anyone wants to give this a go it's actually pretty straight forward, here are my recommendations:


Use a short box cutter blade (the type that is shaped like a triangle with a corner cut off) and use a pair of locking pliers to hold it, this gives you way more control over the blade and how much force to use when cutting the silicone, it will also save your fingers from pain.
When cutting the silicone, press and wiggle the blade back and forth its much cleaner and easier this way, don't try to cut it by dragging the blade around the edge.
Use only one blade
Put your blade in to one corner, then use a pre-heated stove element to heat the spreader to melt the solder, the CPU will ""pop"" off (you will actually hear a ""pop"") leave the spreader on the element and lift off the CPU, slide the spreader off the element only after the CPU is removed otherwise it will just set again and you will have to heat it once more to remove it.
Heat the remaining solder and wipe it off with something rather than try to cut it off with a blade, finish off with a polishing cloth to give it a good flat finish.


Further notes:



You must remove the retention clip otherwise your heatsink or waterblock will fail to make contact with the CPU core. There are two possible ways to do this:

The easiest way is to remove the entire bracket by unscrewing it. 

Another, possibly better way is to remove the top part of the mechanism and lever, leaving the back plate and surround still on the board, this has the benefit of reducing the amount the motherboard flexes when pressure is applied to the socket. If you decide to go this route you need to make sure the HSF/WB sits completely inside the retention bracket (mine does with room to spare).



When screwing on the HSF/WB it becomes very difficult to screw it on flat, don't be too concerned, just don't screw it on too tight or you will kill the CPU like I did 

As you screw the HSF/WB on get a torch and check the clearance of the HSF/WB, it should be around half a mm clearance between each edge of the socket and your HSF/WB, not enough pressure and the pins won't make adequate contact with the CPU, you may not get post or have only some of your RAM show up if you don't have enough pressure on the CPU.



Final note: delid isn't worth the risk IMO, I killed a Xeon and an i7 930 from suspected over tightening of my WB, the CPU worked fine for quite a while but when I swapped out the motherboard I was careless and killed a couple of CPUs all too easily. The temp difference is marginal, my first impression was that there was a significant drop, and have seen others report that they can run lower volts on delided CPUs, however in my own testing on this platform where the lid is soldered on, I can't say for sure that there was any significant drop in temps and it made no difference to my overclocking.



Asus P6X58D Premium + LSI 9211 RAID card



The LSI 9211 can give a nice improvement for SSDs, even without raid the card will outperform the Marvel controller by 20% in maximum transfer speeds and 30% better access letency (this isn't really noticeable though as the access latency is in nanoseconds)



The only caveats with this config is the boot times are glacial and the card will only work in one of the top two PCIe x16 slots (the bottom slot caused issues for me).



The LSI also has lower access latency and CPU usage.



Single disk performance





	
	
		
		


	


	
		
			
		
		


<img src=""http://i538.photobucket.com/albums/ff345/Zeustek/Capture-1.jpg~original"" data-url=""http://i538.photobucket.com/albums/ff345/Zeustek/Capture-1.jpg~original"" class=""bbImage"" data-zoom-target=""1""  style="""" />


	





Update 05/08/2014 - I can only seem to get my LSI 9211 to work in the top slot on both the Asus P6X58D Premium and the Asus Rampage III Extreme



RAID 0 performance



Some interesting results running RAID 0 on the built in controllers.



I ran the same benchmark on the LSI with RAID 0 but for some reason I lost the screen shot. For some reason the LSI controller suffers in small file transfers when set up with a RAID 0 array, The ICH10R and even the Marvell bests the LSI controller in small file transfers. once file sizes go over 32MB though the LSI controller takes the lead by a wide margin, achieving a max transfer speed of around 1GB/s





	
	
		
		


	


	
		
			
		
		


<img src=""http://i538.photobucket.com/albums/ff345/Zeustek/Capture3.jpg"" data-url=""http://i538.photobucket.com/albums/ff345/Zeustek/Capture3.jpg"" class=""bbImage"" data-zoom-target=""1""  style="""" />


	





And this is the original configuration that I abandoned a while ago, its a 6 disk RAID 0 array with OCZ Vertex 3 120GB drives. As you can see, small file transfer performance is awful. The array is also pretty slow, the hardware is capable of around 3GB/s but going from 2 disks to 6 only increases max speed by 300MB/s





	
	
		
		


	


	
		
			
		
		


<img src=""http://i538.photobucket.com/albums/ff345/Zeustek/Capture.jpg"" data-url=""http://i538.photobucket.com/albums/ff345/Zeustek/Capture.jpg"" class=""bbImage"" data-zoom-target=""1""  style="""" />


	





X58 24GB RAM limit



As far as I can tell this limit is only for the consumer CPUs (i7s).

Intel ARK lists the i7s as having a 24GB limit but the Xeons are listed as having a 288GB limit.



I can confirm that 48GB (6 x 8GB G.Skill RipjawsX) works on a Rampage III Extreme and the Asus P6X58D Premium.

Total ram is useable during my testing, I used IBT on Windows 8.1 x64 and told it to use 40GB of ram and it happily filled it. Sisoft Sandra was also quite capable of filling it up.

I have not personally noticed any difference with stability with the larger amount of ram with the same overclock.



Memory overclocking



In my own testing, the Xeons cannot overclock the ram without increasing BCLK, this is different from the i7 which allow ram overclocking without bumping BCLK. You must run with your ram at 1333 at stock clocks otherwise no POST.



Also, overclocking memory results in higher temps on the CPU which may limit your CPU overclock. I wouldn't recommend going far beyond 1600mhz, even just a small increase of 150mhz over this bumped my temps by up to 9C. YMMV.



There is another thread on this topic for the i7 4770k, same thing applies here.



X5660 vs newer X79 based hardware 



There is a nice post over at overclock.net with in-depth comparisons between the X5660 vs newer systems, including a few gaming benchmarks with surprising results.



[Official] - Xeon X5660-X58 Full Review, Discussion & Comparison to X79 High-End CPUs [and Xeon L5639 benchmarks inside] - Longest Post Ever!!!"
"1595187728-4136","https://hardforum.com/forums/intel-processors.5/","Intel Plans To Battle AMD Ryzen 4000 In 2020 With Mass of Hyper-Threaded Processors Including 5.3GHz","https://hardforum.com/threads/intel-plans-to-battle-amd-ryzen-4000-in-2020-with-mass-of-hyper-threaded-processors-including-5-3ghz.1991154/","Jandor","kac77 said:
			
		
	
	
		
		
			""At least 12 new Intel CPUs could be inbound under the Comet Lake-S banner and while they still sport a 14nm manufacturing process, the addition of Hyper-threading means each could pack a much bigger punch and help Intel hold ground against AMD in 2020.""



https://www-forbes-com.cdn.ampproject.org/v/s/www.forbes.com/sites/antonyleather/2020/12/31/intel-plans-to-battle-amd-ryzen-4000-in-2020-with-mass-of-hyper-threaded-processors-including-53ghz-10-core-beast/amp/?amp_js_v=a2&amp_gsa=1&usqp=mq331AQCKAE=#referrer=https://www.google.com&amp_tf=From %1$s&ampshare=https://www.forbes.com/sites/antonyleather/2020/12/31/intel-plans-to-battle-amd-ryzen-4000-in-2020-with-mass-of-hyper-threaded-processors-including-53ghz-10-core-beast/
		
		Click to expand...
	
Is this even news ? Hyperthreading exists since Pentium IV at Intel, since Zen at AMD. The guys at Forbes are very scared about their stocks at Intel. Maybe they'll like some raise before they sell.

Intel has a double problem with 14nm. They can't make their 10nm so they are lying for about 5 years that it's ready next year, next quarter and now, next months. Nobody believes them anymore. Intel 10nm is dead ! It's for Atom and low core lapptop CPU because Intel can't handle bigger dies without power problems and huge yield drops.

And what about 7nm : no news. They say it's working but we have no evidence. It looks again like 10nm.

The big problems Intel has with 14nm is that to keep up with AMD and with their Core architecture, they have to make huge dies of silicon. Those are going to cost a lot and also they may have not so great yields, and also they may have a huge TDP (big consumption). They already announce 127W TDP and Intel is used like AMD to provide lower figures than heavy use that would go around 4/3 of that number. The mainboards have to support it and you need a big cooler. This is not so great. And watch what they're doing : they make a 10 core as their ultimate Desktop CPU vs 16 cores for AMD and Skylake architecture (which is Comet Lake too) is like behind of about 7% on IPC vs AMD. So they don't make anything there against the Ryzen 3950 but would like to sell it at the same price. Mind that the 3950 has also a bunch of more features you only get on Xeon plateform at Intel, like ECC support.

But Forbes is talking about going vs Zen 3... hah ha big laughs. AMD, who didn't lie for some time now, says their first test chip, not the finals on Zen 3, have already around 10% better IPC than Zen 2 and run around 200 to 300 Mhz faster. They eventually say may add a bunch of more cores. That's really very bad news for Comet Lake since it cannot hold against Zen 2.

But the second big problem for Intel is that they built just enough Fabs to cope with 4 core CPU on 14nm. So the result is not only that they have to forget about some Fabs they are converting to 10 or 7nm, but also to make 6/8/10 core CPU that are those they can sell now against AMD, on limited capacity they made for 2/4 cores. It's like they need to sell the same amount or even more CPU with 1/3 the capacity to make them.

TSMC doesn't look to have the same problems for manufacturing and is investing tens of billions in new facilities, while Intel is investing in buying it's stoks to keep their value.

I'm very sad Intel won't keep up with AMD in 2020, 2021 and probably till 2025, because AMD has now full potential to raise their CPU price, and Intel seems not to be willing to drop their.

Very sad for Intel, loosing it's market share and for me to have to pay a lot for my future AMD CPUs to replace all my deprecated Intel PCs. Sorry Intel, I have to keep up with my competitors !"
"1595187754-4457","https://hardforum.com/forums/intel-processors.5/","Jeez 10900k really?","https://hardforum.com/threads/jeez-10900k-really.1996938/","Keljian","I maintain that at the moment 8 cores/16 threads is optimal for the vast majority of use cases, and that with 6cores/12 threads you wouldn’t be missing much, especially with NVEnc on the RTX series (and 1660/1650) 



https://www.anandtech.com/show/15787/amd-ryzen-5-3600-review-amazons-best-selling-cpu"
"1595187783-4624","https://hardforum.com/forums/intel-processors.5/","Hold out for 10900k, grab 10700, or just go with a discounted 9900K?","https://hardforum.com/threads/hold-out-for-10900k-grab-10700-or-just-go-with-a-discounted-9900k.1997849/","SticKx911","lopoetve said:
			
		
	
	
		
		
			either a top-end corsair AIO (lots of experience with them), Noctua NH-D15, or water if I feel like taking on a project.  Most likely the best AIO or the D15 - I tend to prefer the AIOs.  Going into a PC-O11, so plenty of room for the rad. 



9900K with the Ultra is cheaper than the 10700 plus a Z470 board. 



Thoughts on the cooling?  I always spend on the case and the cooling - the cooling is always worth it, and the case makes life fun building it.
		
		Click to expand...
	
Sorry if already covered, but if going gaming only, why not custom loop? Only for the sake of cooling the gpu too. My htpc is custom loop just so I don't have to hear fans spool up if breaking out anything 3d.



I'm one to find a case I like, and use it forever. Don't cheap out on the case or you'll always look at it in disdain. Lol. Don't overspend for the same reason. 



Good luck with the build regardless!"
"1595187747-4375","https://hardforum.com/forums/intel-processors.5/","i7 5930K, safe voltage with safe temp.","https://hardforum.com/threads/i7-5930k-safe-voltage-with-safe-temp.1834657/","Araxie","yes, probably just a bad overclocker chip.. motherboard its fine... nowadays its hard to blame motherboards because almost its controlled now by the CPU Memory controller, voltage, bus, etc.. btw you do not have to use XMP obligatory.. if you know timings and rated speed you can use it manually safely.."
"1595187789-4740","https://hardforum.com/forums/intel-processors.5/","Buy new i9-9900 (non K) for 220 USD or save and wait for 10900k or 10700k","https://hardforum.com/threads/buy-new-i9-9900-non-k-for-220-usd-or-save-and-wait-for-10900k-or-10700k.1998514/","DooKey","edo101 said:
			
		
	
	
		
		
			Or should I want for Zen 3? Whenever that is? Hopefully this year?
		
		Click to expand...
	
You're getting an eight core high-end CPU for $220. That's kinda hard to beat. Don't look a gift horse in the mouth."
"1595187754-4456","https://hardforum.com/forums/intel-processors.5/","Jeez 10900k really?","https://hardforum.com/threads/jeez-10900k-really.1996938/","Keljian","Snowdog said:
			
		
	
	
		
		
			No, that really isn't it.



The real reason is that: Intel has better inter-process and cache latency.  Games don't have completely independent threads. They frequently need to to pass information between them, and they get preempted more causing cache hits.  Clock speed boost is just icing on the cake.
		
		Click to expand...
	
I’d like to agree with you, but with the 10x series that isn’t the case



https://www.anandtech.com/show/15785/the-intel-comet-lake-review-skylake-we-go-again/4"
"1595187781-4607","https://hardforum.com/forums/intel-processors.5/","i7-4930k to E5 1680 v2 upgrade, no boot","https://hardforum.com/threads/i7-4930k-to-e5-1680-v2-upgrade-no-boot.1997902/","DJ Lushious","MCup said:
			
		
	
	
		
		
			I did see that the official support page doesn't list this CPU, but if you look, they say NONE of the Asrock Extreme x79 line supports it. And I've definitely seen people across the net at a few places saying they had it running on various boards in that line, including the Extreme4 (might've even been the 4-m, can't remember).



I was 99% certain I already had the latest BIOS version, but checked and discovered that there is a beta version that's more recent, so I updated and... nothing. Same result. Right now I'm wondering if it could have something to do with the vcore setting not being adequate. When I reset cmos with the button on the mobo it reverts to an 'auto' setting for vcore. I'm going to try setting it to fixed and giving a bit higher voltage than I use with the 4930k since I always seem to see people saying it needs a little more juice.
		
		Click to expand...
	
Did you ever get this fixed? I know you posted on at least another forum, but I'm curious to hear what you found."
"1595187739-4263","https://hardforum.com/forums/intel-processors.5/","Intel's 9th Generation Core Family - Coffee Lake (Refresh)","https://hardforum.com/threads/intels-9th-generation-core-family-coffee-lake-refresh.1963540/","oleNBR","PhaseNoise said:
			
		
	
	
		
		
			Please run benchmarks first. Things which can use 8 threads can almost always use 16 threads even better, even if they share execution units. It is workload dependent which is why I say run benchmarks, but it's actually pretty rare HT isn't a very good thing on heavy loaded anything.
		
		Click to expand...
	
thing is i might have to disable HT due to extra heat in laptop. 8 core with HT off will allow higher frequency to hopefully make up for the HT portion while being faster on single threaded workloads."
"1595187739-4257","https://hardforum.com/forums/intel-processors.5/","Intel's 9th Generation Core Family - Coffee Lake (Refresh)","https://hardforum.com/threads/intels-9th-generation-core-family-coffee-lake-refresh.1963540/","sparks","I think the 9th gen are going to be named after mud puddles from the 60's or something like that"
"1595187791-4778","https://hardforum.com/forums/intel-processors.5/","Core i7-860 with P55 chipset 32GB RAM support","https://hardforum.com/threads/core-i7-860-with-p55-chipset-32gb-ram-support.1845468/","DeeVeeDee","@zorobabel - keeping this necrothread alive... My Intel DP55WB motherboard (also Socket 1156, P55 chipset) has problems with 32GB (4x8) Crucial Ballistix Sport.  It appears that the memory speed is not detected properly when 32GB is installed, so the system boots windows V-E-R-Y S-L-O-W-L-Y and memtest takes much longer than it should to test the memory (although all memory does pass).  If I remove two of the 8GB DIMMs (leaving 2x8GB = 16GB), the system boots and runs normally."
"1595187773-4570","https://hardforum.com/forums/intel-processors.5/","Question regarding Intel processors and the VRAM pulled out of RAM","https://hardforum.com/threads/question-regarding-intel-processors-and-the-vram-pulled-out-of-ram.1998088/","MountainGaurdian","Now to wait until all my parts show up to continue......  probably the toughest part of building something... lol...  Time to do some more study on Win 10 and VRAM allocation I guess..."
"1595187741-4268","https://hardforum.com/forums/intel-processors.5/","Any still running an overclocked i7 5820k? (haswell-E)","https://hardforum.com/threads/any-still-running-an-overclocked-i7-5820k-haswell-e.1953713/","GODenergy","I had a 5820k from 2015ish still a 4.3 GHz and 1.150vcore (x99 asrock extreme ITX motherboard).



I was wondering if I could squeeze out a bit O' headroom more from it and was wondering if any of you chaps are running one overclocked.



I do use this PC for gaming AND for school work (engineering and programming) so it definitely must be rock stable and I would like for it to last another few years since I am a student and don't really have funds to make another purchase if this fries"
