web-scraper-order,web-scraper-start-url,threads,threads-href,username,the_post
"1595262087-6984","https://hardforum.com/forums/amd-flavor.87/","Cross Fire on Navi ?","https://hardforum.com/threads/cross-fire-on-navi.1994931/","crazycrave","Yes , Thanks for the feedback on that as I thought that was my understanding about CX and Navi"
"1595262112-7180","https://hardforum.com/forums/amd-flavor.87/","RX Vega Owners Thread","https://hardforum.com/threads/rx-vega-owners-thread.1941944/","cybereality","Got one connected. Seems decent so far, but with a single card still maybe shy of running in 4K solid in new games.



DOOM Vulkan runs great, 60 - 70 FPS Ultra settings 4K. This is really nice.



GTA V getting around 50FPS mostly maxed at 4K. It's playable, but I'd probably have to bump down settings to hit 60 FPS.



Far Cry Primal 4K High settings, getting around 45 - 50 FPS. Almost playable.



Rise of the Tomb Raider 4K High. Not great around 40 FPS. 



Resident Evil 7 4K Very High. Around 45 FPS, almost playable. 



Borderlands maxed at 4K getting 60 FPS solid (V-Sync).



Batman Arkham City 4K maxed 60 FPS solid (V-Sync).



Dishonored 4K maxed 75 - 80 FPS.



If you are at 1440P or less, a single Vega would probably be enough. It's not quite there for 4K (unless you are OK with lesser settings or older games).



I think with the second card running I will be set. I know the driver's not supposed to support Crossfire, but I'll plug it in anyhow and see what happens."
"1595262090-6988","https://hardforum.com/forums/amd-flavor.87/","Help me pick out a 5600 XT card","https://hardforum.com/threads/help-me-pick-out-a-5600-xt-card.1994184/","dave343","x509 said:
			
		
	
	
		
		
			Can all 5600 XT cards do 14 GBPS?
		
		Click to expand...
	
No, not all the cards can do 14 GBps, I believe there were a few vendors who stated they would not be applying AMD's new BIOS since they  stuck with AMD""s original spec and shipped their 5600 XT cards with 12 GBps memory. See below. 




		
			
		
		


<img src=""https://hardforum.com/data/attachment-files/2020/03/334762_amd_5600xt.jpg"" data-url="""" class=""bbImage"" data-zoom-target=""1"" alt=""amd_5600xt.JPG"" style="""" />"
"1595262075-6907","https://hardforum.com/forums/amd-flavor.87/","AMD speaks RDNA2, RDNA3, Zen3 and Zen4, announces new roadmaps","https://hardforum.com/threads/amd-speaks-rdna2-rdna3-zen3-and-zen4-announces-new-roadmaps.1993782/","Maddness","KazeoHin said:
			
		
	
	
		
		
			This happened last time. 



AMD should not be looking to compete with the 2080 Ti, it should be looking to compete with the 3080 Ti.
		
		Click to expand...
	
That's highly unlikely to happen. That was my reasons for only mentioning the 2080Ti level. I'd be very happy though to eat my words and say I was wrong. But history says different."
"1595262123-7310","https://hardforum.com/forums/amd-flavor.87/","Radeon VII prices...","https://hardforum.com/threads/radeon-vii-prices.1996720/","harmattan","From experience, compared to a 2080, the Radeon VII is a hair slower at 1440p and under. It's on par with the 2080 in most situations at 4k.  However, in games at 4k with high vram usage, it keeps stable FPS while all 8gb cards will be all over the place.



It really can't keep up with a 2080ti at any resolution/setting in the majority of games.



In the end, the Radeon VII is still the best choice if a) you're playing at 4k, and b) you don't want to spend $1000.  This, couple with it's compute prowess is why prices for the VII have remained high."
"1595262127-7355","https://hardforum.com/forums/amd-flavor.87/","Soldering on more and faster RAM onto R9 285X","https://hardforum.com/threads/soldering-on-more-and-faster-ram-onto-r9-285x.1997603/","Stoly","RazorWind said:
			
		
	
	
		
		
			Because they're faster cards.  You could use a Titan with a VGA display if you had a DP or HDMI to VGA converter device.
		
		Click to expand...
	
I thought it was implied that you get better performance because of using VGA."
"1595262092-7018","https://hardforum.com/forums/amd-flavor.87/","Potential GPU Upgrade","https://hardforum.com/threads/potential-gpu-upgrade.1995268/","Perilous","Picked up the XFX RX 5700 XT Raw II from Best Buy for $380. Seems pretty good."
"1595262096-7049","https://hardforum.com/forums/amd-flavor.87/","RX 5700 Reference needs no modifications.....","https://hardforum.com/threads/rx-5700-reference-needs-no-modifications.1985265/","oldmanbal","ManofGod said:
			
		
	
	
		
		
			I have done the washer trick but left the original thermal pads in place. I did put thermal paste on the die, however.
		
		Click to expand...
	
Which model do you have by chance?"
"1595262107-7134","https://hardforum.com/forums/amd-flavor.87/","AMD and Batman: Arkham Knight","https://hardforum.com/threads/amd-and-batman-arkham-knight.1996696/","rhansen5_99","How much ram do you have in you system... I remember playing this around launch and it had a weird memory bug that would make the game hover around 12gb or so.  Honestly not sure if fixed as I haven't played in a long while though."
"1595262090-7010","https://hardforum.com/forums/amd-flavor.87/","Help me pick out a 5600 XT card","https://hardforum.com/threads/help-me-pick-out-a-5600-xt-card.1994184/","cyclone3d","I keep seeing this thread and the first time I saw it, it made me immediately think of a Geforce FX 5600 XT.



That's the one you want, right?



https://www.techpowerup.com/gpu-specs/geforce-fx-5600-xt.c589"
"1595262121-7293","https://hardforum.com/forums/amd-flavor.87/","ASUS Vega 64 STRIX Crashing","https://hardforum.com/threads/asus-vega-64-strix-crashing.1997362/","Kosmic71","Try the other bios. You should have a bios selector on the graphics card."
"1595262127-7354","https://hardforum.com/forums/amd-flavor.87/","Soldering on more and faster RAM onto R9 285X","https://hardforum.com/threads/soldering-on-more-and-faster-ram-onto-r9-285x.1997603/","pendragon1","PontiacGTX said:
			
		
	
	
		
		
			the question is why on earth anyone would play on  CRT monitor?
		
		Click to expand...
	
its what the cool kids use. 



op, there is no point is replacing  2G ram with different 2G ram."
"1595262101-7095","https://hardforum.com/forums/amd-flavor.87/","Can't create account on community.amd.com","https://hardforum.com/threads/cant-create-account-on-community-amd-com.1994715/","x509","serial__thrilla said:
			
		
	
	
		
		
			My CPU is a neural net. It is a self-lehning computa!
		
		Click to expand...
	
After reading reviews of lots of 5600-XT and the other 5000 series cards on newegg, Amazon, and on the AMD site, I got scared off by all the posts complaining about bad drivers.  I checked the dates of those posts, and some of them are only a day or two old.  So I hate system crashes and freeze-ups as much as the next guy, so I am going to pay the nVidia ""premium for reliable drivers.""  On the other hand, my 3900X CPU has been flawless.  So no need to join the AMD forum now."
"1595262098-7076","https://hardforum.com/forums/amd-flavor.87/","Should I pick up an Aorus 5700 XT or should i wait and save for big navi?","https://hardforum.com/threads/should-i-pick-up-an-aorus-5700-xt-or-should-i-wait-and-save-for-big-navi.1995281/","Boil","Leito360 said:
			
		
	
	
		
		
			Hello.

Right now I have, practicaly, no video card. I paired a 3700X/32GB RAM with a XFX 8500GT. So no gaming for me.

I was considering picking up this card, but since MSI AB can't handle the fans and there are several issues with Wattman, I was wondering if I should wait for big navi, considering that the RDNA2 will introduce new features. I know it may take like a year to have big navi with AIB coolers, so... what do you people suggest me to do? (Of course, i'm aiming for 1440p gaming and a card to last for some years like 3 at least).
		
		Click to expand...
	





	
		
			
				Leito360 said:
			
		
	
	
		
		
			Sorry I wasn't here to reply to all the messages... Thank you all for your replies.

I decided to wait for Big Navi. I had, until recently, an RX480 that kicked ass for like 3+ years, the 8500GT is like my backup card... I may be buy a middle ground card or a pre-owned one.

For some moments I will really regret not buying the 5700XT, but when Big Navi launches I certainly will think that it worth the wait, also, i'm going to have better FPS in 1440p for sure. I think it's time for me to play all of the Jedi Knight series 
		
		Click to expand...
	
I am also waiting for Big Navi, and am looking to get a used Vega 56 to tide me over (current GPU is a MSI GTX 1070 Sea Hawk X, but I want to build a Ryzentosh)."
"1595262136-7425","https://hardforum.com/forums/amd-flavor.87/","AMD RDNA 2 gets ray tracing","https://hardforum.com/threads/amd-rdna-2-gets-ray-tracing.1994287/","MangoSeed","jologskyblues said:
			
		
	
	
		
		
			I made no such assertion. I just said the framework for the hardware implementation of DXR as well as VRS and Mesh Shading is very much based on Microsoft and Nvidia's work on them which naturally is based on the hardware capabilities that Nvidia has done with Turing. I never implied that Nvidia directly shared any proprietary technology with AMD. The DXR 1.0 API spec was developed by MS and NV after which MS used the resulting requirements in separately developing the custom GPU in the Xbox One Series X with AMD.
		
		Click to expand...
	
Yeah I get what you’re saying. I just don’t think that DXR itself was particularly helpful in designing hardware.



I’m sure certain hardware optimizations were possible given the constraints imposed by the DXR api but the core problems to be solved - ray/box intersection and ray/triangle intersection have been around long before DXR."
"1595262109-7152","https://hardforum.com/forums/amd-flavor.87/","Considering a 5600 XT","https://hardforum.com/threads/considering-a-5600-xt.1996724/","Grimham","rhansen5_99 said:
			
		
	
	
		
		
			For plex remember you are limited by nvidia for the number of transcode streams to I think 2 on consumer level stuff, I think a quattro can go way higher to 8 plus.
		
		Click to expand...
	
Or go here."
"1595262098-7080","https://hardforum.com/forums/amd-flavor.87/","Should I pick up an Aorus 5700 XT or should i wait and save for big navi?","https://hardforum.com/threads/should-i-pick-up-an-aorus-5700-xt-or-should-i-wait-and-save-for-big-navi.1995281/","sabrewolf732","Leito360 said:
			
		
	
	
		
		
			Sorry I wasn't here to reply to all the messages... Thank you all for your replies.

I decided to wait for Big Navi. I had, until recently, an RX480 that kicked ass for like 3+ years, the 8500GT is like my backup card... I may be buy a middle ground card or a pre-owned one.

For some moments I will really regret not buying the 5700XT, but when Big Navi launches I certainly will think that it worth the wait, also, i'm going to have better FPS in 1440p for sure. I think it's time for me to play all of the Jedi Knight series 
		
		Click to expand...
	
get another rx480/r9 390 for like $75 in fs/ft, will play pretty much everything at 1080 medium to high settings. You'll likely be able to recoup the majority of the $75 when you sell when you pick up a big navi."
"1595262132-7388","https://hardforum.com/forums/amd-flavor.87/","[Solved] RX 460 Blown Fuse","https://hardforum.com/threads/solved-rx-460-blown-fuse.1992996/","kodaf56","Hi guys!



I had the same problem with my RX 460 from Gigabyte and I want to share my experience.

I got the card working by swapping high-side mosfet that was shorted and by replacing a blown fuse which is the origin of this topic.

It was running fine for 2-3 days and then suddenly today my PC shut itself off on idle and the issue is back. The same mosfet is shorted and the fuse is blown. 

I'm guessing the real cause of the problem is hiding somewhere else - maybe one of the ICs? I have one last try left with this GPU because I bought 2 fuses and 3 mosfets.

What do you guys think gone bad?

There might be a similar situation with this GPU."
"1595262094-7028","https://hardforum.com/forums/amd-flavor.87/","What is XFX 590 RX Core Edition and why is it more expensive?","https://hardforum.com/threads/what-is-xfx-590-rx-core-edition-and-why-is-it-more-expensive.1995771/","crazycrave","I would like to try a 5500XT 8Gb myself https://www.dell.com/en-us/shop/vis...rds?ref=p13n_ena_pdp_vv&c=us&cs=19&l=en&s=dhs"
"1595262053-6792","https://hardforum.com/forums/amd-flavor.87/","Navi RX 5700 to 5700 XT BIOS Flash","https://hardforum.com/threads/navi-rx-5700-to-5700-xt-bios-flash.1986224/","cybereality","+7%, that is pretty nice for a free mod."
"1595262077-6927","https://hardforum.com/forums/amd-flavor.87/","AMD might detail new RDNA2 graphics card on March 5","https://hardforum.com/threads/amd-might-detail-new-rdna2-graphics-card-on-march-5.1992421/","Rockenrooster","I hope AMD has a home run in Big Navi and is able to successfully compete with Ampere...

Really want to upgrade my RX580 for a reasonable price. 5700xt and everything from Nvidia too expensive right now. 

If Big Navi can ""beat"" Ampere for less than $1000, then maybe we can have $250 cards with 2080/5700xt performance"
"1595262114-7253","https://hardforum.com/forums/amd-flavor.87/","Radeon VII Owner's Club!","https://hardforum.com/threads/radeon-vii-owners-club.1977524/","Albanu1800","bizzmeister said:
			
		
	
	
		
		
			Are you guys happy with your purchase overall?



Just curious, with a factory non water cooled Radeon 7 with a closed mid tower, what kind of temps are you seeing while gaming ?



For example, in my Corsair c70 mid tower with my Strix 1080ti, highest temp I’ve seen is 72c while playing PUBG @1440p with ultra settings. Completely factory fan settings/curve
		
		Click to expand...
	
Let me ask you a question about PUBG?  See the system in my rig, right now I'm playing on a EVGA GTX 750TI.  LOL  Right now saving up for a Radeon VII being as my new monitor is a Freesync.   How does PUBG look with the Radeon VII?"
"1595262077-6947","https://hardforum.com/forums/amd-flavor.87/","AMD might detail new RDNA2 graphics card on March 5","https://hardforum.com/threads/amd-might-detail-new-rdna2-graphics-card-on-march-5.1992421/","Viper87227","5150Joker said:
			
		
	
	
		
		
			Only mentally deficient people would pick an AMD gpu over nVidia in the same price/performance segment.
		
		Click to expand...
	
While I agree, I don't think we'll see this situation. Nvidia cards are going to cost more per FPS than whatever AMD brings out. You can all but guarantee it. As the market leader, Nvidia can get away with it. 



And while I know it comes up constantly and I'm not looking to turn this into another AMD driver thread, I do agree it's a problem worth factoring in. Every time I've given AMD a shot in the last ~10 years, I've regretted it. Most recently with a Vega 64. I bought it because I got it on sale for a much better price than the equivalent Nvidia card. I did not like owning that card. I'm keeping an eye on what they are doing, cautiously. I'm in need of a real 4K capable card, and at this point i'm not paying up for a 2080 Ti. If AMD comes out with a part that matches or bests the 2080 Ti in performance and massively undercuts it on price (under $800), I might give them a shot. If AMD really tried to match Nvidia in price/performance, be it with a 2080 Ti or whatever Nvidia has coming this year, I won't give them a second thought. I'd go as far as to say that at equal performance, I'd pay up to 10% more for an Nvidia GPU before I'd start seriously considering something from AMD. That's not because I'm a shill for Nvidia, but because I don't recall ever having a complaint about a Nvidia card I've owned. I can't say the same for AMD. It's a question of risk, and with what these high end cards cost, I don't like taking a risk. 



All that said, I'm eager to see if AMD has anything to show off today. Whether it's a card I'd consider buying or not, it'll still play into whatever Nvidia does this year... and I definitely agree that Nvidia also needs to be put in check before commas in GPU prices become standard."
"1595262119-7260","https://hardforum.com/forums/amd-flavor.87/","New windows install, where is my 5700xt?","https://hardforum.com/threads/new-windows-install-where-is-my-5700xt.1997006/","cybereality","AFAIK, Adrenaline is the driver. It's not ""extra"".



I think Microsoft may come with some super basic driver just so you get video, but you can't really do anything with it aside from open your browser and download the real driver.



Note: Sometimes Windows may auto install a graphics driver. This is basically an older version of the same driver you install online but it's pretty crap and can be months old, you don't want it."
"1595262112-7203","https://hardforum.com/forums/amd-flavor.87/","RX Vega Owners Thread","https://hardforum.com/threads/rx-vega-owners-thread.1941944/","Magic Hate Ball","I put in a pre-order at NCIX Canada for the water cooled Vega.



Just going to sit and twiddle my thumbs waiting for it to process and ship.



Not going to waste my life refreshing pages since I didn't luck out on launch."
"1595262096-7033","https://hardforum.com/forums/amd-flavor.87/","RX 5700 Reference needs no modifications.....","https://hardforum.com/threads/rx-5700-reference-needs-no-modifications.1985265/","ManofGod","JRZoid said:
			
		
	
	
		
		
			did they unlock the Real Potential with HBM? want to pursue and go this route. It does looks like the socket and Lanes saturation went too skimpy on...and you don't have to clock savage man..that is different.
		
		Click to expand...
	
Umm, what?  I honestly am not certain what you are saying here. There is no HBM on the Navi cards, it is GDDR6."
"1595262094-7027","https://hardforum.com/forums/amd-flavor.87/","What is XFX 590 RX Core Edition and why is it more expensive?","https://hardforum.com/threads/what-is-xfx-590-rx-core-edition-and-why-is-it-more-expensive.1995771/","Nightfire","crazycrave said:
			
		
	
	
		
		
			It was made on the same 12nm that the RX590 is made on and not 14nm the RX580 is made on was my understand ..
		
		Click to expand...
	
Correct, both are 12nm, but the newer Core is possibly worse silicone or they simply clock it lower to ensure stability.  Both are good deals for Mainsteam gamers, especially now that it is so hard to find a reasonably priced 1650 Super."
"1595262079-6959","https://hardforum.com/forums/amd-flavor.87/","The 'new' RX 590 GME","https://hardforum.com/threads/the-new-rx-590-gme.1993910/","Marees","https://www.anandtech.com/show/1561...adeon-rx-590-gme-for-china-rx-580-rides-again








	
	
		
		
			the RX 590 GME enjoys a lower bill of materials cost as far as memory is concerned: whereas the RX 5500 XT uses newer (and still more expensive) GDDR6, the Polaris-based 590 uses more readily available GDDR5.



...if AMD is looking to scrape together a cheaper offering to compete on a purely price/performance basis – and especially if they still have leftover chips lying around – then they could do worse than another Polaris 20 card. That said, they could definitely do better as far as the product name goes.
		
		Click to expand..."
"1595262062-6855","https://hardforum.com/forums/amd-flavor.87/","2nd Generation Vega","https://hardforum.com/threads/2nd-generation-vega.1993223/","The Cobra","Thing is you can choose any of the cards (except the legacy cards) and get the same driver. The Pro cards can use wither the pro driver or the gaming driver...which is a really nice feature to have."
"1595262053-6774","https://hardforum.com/forums/amd-flavor.87/","Navi RX 5700 to 5700 XT BIOS Flash","https://hardforum.com/threads/navi-rx-5700-to-5700-xt-bios-flash.1986224/","ManofGod","SPARTAN VI said:
			
		
	
	
		
		
			That's pretty good! Do you have any before/after benchies to measure your uplift over stock?
		
		Click to expand...
	
Not really. I mean, I did run tests over the last two months but I do not remember the exact scores. I know that the 3D Mark 11 Graphics score was about 32000 / 35500 or so. As for 3D Mark Firestrike, I was able to get about 26020 on the flashed card with 30% power limit set. I do not remember what I obtained with the non flashed card, however."
"1595262072-6887","https://hardforum.com/forums/amd-flavor.87/","AMD Responds with 40 driver fixes","https://hardforum.com/threads/amd-responds-with-40-driver-fixes.1993779/","HAL_404","Seems they're responding ... that's for sure



https://www.tomshardware.com/news/amd-drivers-update-download-adrenalin-2020"
"1595262098-7058","https://hardforum.com/forums/amd-flavor.87/","Should I pick up an Aorus 5700 XT or should i wait and save for big navi?","https://hardforum.com/threads/should-i-pick-up-an-aorus-5700-xt-or-should-i-wait-and-save-for-big-navi.1995281/","noko","What did you build your new system for? If for gaming then you need a GPU that will meet what you desire for gaming. At 1440p my 5700 XT has zero issues maxing out my games with very high frame rates, max settings I want.



I predict a upcoming drought of video cards, take that as you may, could be wrong. Prices are going up, last week you could get RTX 2070's for under $400, good luck now. Most 5700 XT's are now over $400, some ridiculously high. 



My advice is either a 5700XT or a 2070 Super KO, since most 5700 XT's are over $400 and the 2070 Super KO are $499 -> 2070 Super KO."
"1595262114-7222","https://hardforum.com/forums/amd-flavor.87/","Radeon VII Owner's Club!","https://hardforum.com/threads/radeon-vii-owners-club.1977524/","cybereality","Did some overclocking. 2025 on core, 1050 on memory, adjusted fan curve (100% at 90C), and power limit to 20%. Seems stable.



Got a peak of 2024 core and 1280 mem, but the frequencies were changing all over the place. Temp peaked at only 75C, even with the OC. This card is way cooler than expected.



Afterburner doesn't seem to be able to read or adjust any values so I'm doing this in Wattman. Also means the in-game OSD isn't showing me GPU values.



Practically every game I tried was a noticeable improvement from Vega 64 Crossfire to Radeon VII.



The only game where CF was better was Rise of the Tomb Raider. I had to drop to medium settings on VII to get to 60 fps, but it still looked nice and was smooth.



Aside from Tomb Raider, I was rocking 4K max settings in many games:



Far Cry 5, Prey, Mad Max, DOOM, GTA 5, Resident Evil 7, Get Even, Batman Arkham City, RAGE, and Left4Dead (old, but I like to use it for testing since it loads so fast).



Surprisingly, I was able to play Deus Ex Mankind Divided with Ultra settings and it was playable at 4K. Granted, it was just below 60 fps (usually around 50 - 55) but this was okay with FreeSync.



When DXMD came out, I tried for about a week of tweaking to get it running with a Titan X Pascal and was only able to do it with 3840 x 1620 on High settings. The Radeon VII blows that away at max full 4K.



Maybe I'm missing something, but this Radeon 7 card is actually way better than I was expecting. I think Crossfire must have been broken and maybe I was suffering from microstutter or something along those lines.



Because almost across the board, the gameplay experience was smoother and more consistent with the new card. Even games where performance was higher with CF, the feel of the gameplay was improved.



Finally, OpenGL games work again. There was a strange bug with Vega 64 and CF, which caused GL performance to tank (to around 30 fps) if two cards were in the system (even with CF disabled). So now I can enjoy OpenGL again."
"1595262057-6824","https://hardforum.com/forums/amd-flavor.87/","New AMD Radeon Instinct M100 leaked - Arcturus coming.","https://hardforum.com/threads/new-amd-radeon-instinct-m100-leaked-arcturus-coming.1992851/","Marees","Rockenrooster said:
			
		
	
	
		
		
			You should link Videocardz, much higher quality website in general...

I'm curious as to how they improved power efficiency so much they were able to get drasticly more cores, drasticly more performance, and drasticly lower power....Is this still Vega??? or are we looking at something Navi related, or something entirely new???



https://videocardz.com/newz/amd-radeon-instinct-mi100-with-32gb-hbm2-and-arcturus-gpu-spotted
		
		Click to expand...
	
Extreme Tech, thinks it is possible that this is Vega (& not Navi)



https://www.extremetech.com/computi...nct-mi100-leaks-hint-at-massive-8192-core-gpu

The leak, indicates a 32GB HBM card (same maximum RAM loadout as the current Instinct family), with up to 8192 GPU cores, a boost clock of 1.33GHz, and a base clock of 1GHz



All of this, supposedly, in just a 200W TDP.



Is it possible to cram this kind of performance into a data center GPU? The answer might be yes."
"1595262136-7442","https://hardforum.com/forums/amd-flavor.87/","AMD RDNA 2 gets ray tracing","https://hardforum.com/threads/amd-rdna-2-gets-ray-tracing.1994287/","lukart","I think the next Gen consoles is what going to help save RTG in AMD, RTX would stick if developers didnt had a alternative.. but since they will and they will develop for the RDNA tech, it should run pretty well on AMD whatever Raytracing the next gen games have.

The only thing is if nvidia decides to throw some marketing $ to be optimized for the tensor cores..."
"1595262114-7215","https://hardforum.com/forums/amd-flavor.87/","Radeon VII Owner's Club!","https://hardforum.com/threads/radeon-vii-owners-club.1977524/","ccityinstaller","Hey guys,



I know there will not be a ton of us, but I figured I we should have our own thread vs the RX VEGA owner's club.  It will make it easier to share OC/undervolt settings and such.  I am getting a late start as I never opened my Sapphire card, and my AMD card just arrived yesterday thanks to the FedEx..I actually have another Sapphire coming, thanks to some crazy NE mess, but that card is going to be sold here on [H] or ebay....



Anyway, here are my twins for now.  I am going to due a 24hr burn in before I tear the HSF off and WC the AMD card.  I have an Alphacool universal GPU/HBM block for now and some quality copper heatsinks if the koolance VRM block I have does not work properly. 



Let's get the party started!




		
			
		
		


<img src=""https://hardforum.com/data/attachment-files/2019/02/195503_IMG_20190219_064150.jpg"" data-url="""" class=""bbImage"" data-zoom-target=""1"" alt=""IMG_20190219_064150.jpg"" style="""" />"
"1595262136-7414","https://hardforum.com/forums/amd-flavor.87/","AMD RDNA 2 gets ray tracing","https://hardforum.com/threads/amd-rdna-2-gets-ray-tracing.1994287/","fightingfi","ya  

GotNoRice

 i was wondering the exact same things and will there be any difference in speed software vs hardware etc........."
"1595262070-6883","https://hardforum.com/forums/amd-flavor.87/","BF5 5700 xt low performance","https://hardforum.com/threads/bf5-5700-xt-low-performance.1992374/","primetime","Get you a 3800x and you will finally max out the the frame rates you desire. (cause you are very much cpu bottle necked on low settings)"
"1595262062-6854","https://hardforum.com/forums/amd-flavor.87/","2nd Generation Vega","https://hardforum.com/threads/2nd-generation-vega.1993223/","Splorch","Second generation Vega is Radeon VII. I know as I own one and that's where I go to get my drivers.




		
			
		
		


<img src=""https://hardforum.com/data/attachment-files/2020/02/326273_1582158148877.png"" data-url="""" class=""bbImage"" data-zoom-target=""1"" alt=""1582158148877.png"" style="""" />"
"1595262136-7441","https://hardforum.com/forums/amd-flavor.87/","AMD RDNA 2 gets ray tracing","https://hardforum.com/threads/amd-rdna-2-gets-ray-tracing.1994287/","XoR_","noko said:
			
		
	
	
		
		
			Finally figured out why the demo looked so off and not impressive besides the rather cruddy frame rate. While the demo shows different types of reflections, curved surfaces, flat, uneven, rough etc. None really looked that great compared to typical raytraced images. THE BIGGEST thing I now notice was there is only one level of reflections. Objects that are reflecting, virtually everything, when seen on a reflective surface have no reflection in them -> reflection of a mirror of a mirror in other words would be blank and not showing each other reflections. Obviously in this demo you would have to have virtually infinite number of rays to calculate reflections of reflections (typical raytracing you would see this to a good level), at least 2 levels of reflections would probably have made this demo looked better.
		
		Click to expand...
	
In PS3/X360 generation we had games with 'next gen' visuals where everything was made out of bump mapping.

In PS4/XO generation we have games with 'next gen' visuals where everything is made out of SSAO.

In PS5/XSX generation we will have 'next gen' visuals where everything will be made out of mirrors...



...and in a sense RT will truly help drive development costs down eg. no need to spend money on artists making textures  



(my impression from this RDNA2 demo)"
"1595262062-6858","https://hardforum.com/forums/amd-flavor.87/","2nd Generation Vega","https://hardforum.com/threads/2nd-generation-vega.1993223/","Shadowarez","Wonder if I can do that with the old S7000 fire pros"
"1595262081-6962","https://hardforum.com/forums/amd-flavor.87/","XFX R9-FURY-4QFA RADEON R9 FURY X 4GB","https://hardforum.com/threads/xfx-r9-fury-4qfa-radeon-r9-fury-x-4gb.1994004/","PontiacGTX","Curious how this is the most recent active thread on the AMD section, is Hardforum active anymore or people dont use AMD here?"
"1595262132-7381","https://hardforum.com/forums/amd-flavor.87/","[Solved] RX 460 Blown Fuse","https://hardforum.com/threads/solved-rx-460-blown-fuse.1992996/","noko","FANTASTIC THREAD! 



Some of us would ditch the card but fixing it does give a lot of knowledge and seeing it in action is very cool! Usually after an electrical component potentially failed as in a piece of controlled equipment. I try to smell everything I can, touch everything I can (of course de-energized, capacitors discharged etc.), look for anything burnt. This usually can lead to what is causing the issue and any subsequent collaqual damage hopefully. The fuse should have protected most components. Actually supplying current flow to unknown cause other than a power rail going to ground somewhere I've never done before, which hopefully leads to the faulty component(s) becoming obvious without causing any further damage."
"1595262119-7275","https://hardforum.com/forums/amd-flavor.87/","New windows install, where is my 5700xt?","https://hardforum.com/threads/new-windows-install-where-is-my-5700xt.1997006/","kirbyrj","Smoked Brisket said:
			
		
	
	
		
		
			I do have  TB nvme but it is a gen 3.
		
		Click to expand...
	
I don't think it would make a difference then if you put it at gen 3 across the board or just the x16 slot.  I'm sure some testing would reveal if it is an issue or not based on your experience."
"1595262107-7129","https://hardforum.com/forums/amd-flavor.87/","AMD and Batman: Arkham Knight","https://hardforum.com/threads/amd-and-batman-arkham-knight.1996696/","ManofGod","Ok, good afternoon and I have a question for you guys. On my R7 3700x with Vega 56 and R7 3700X with Vega 64, both systems run Batman: Arkham Knight without issues. (They have the latest version of Windows 10 2004 installed with 20.4.2 drivers.) Now, I had to redo my R5 3600 with RX 5700 system from scratch because the latest 2004 build caused an issue on that. (No biggie, just saying it so that it is clear that I am on 1909 build, instead.)



What happens is sometimes, the game with super stutter unless I exit out of the game and go back into it. A couple of times, the game crashed as well and once, rebooted the system. Yes, it could be a driver issue but, I figured I would reach out here, regardless and ask. (It is running on a 27inch 1440p 144hz Freesync monitor.) Now, just saying, I do have a display port cable issue because, if I move the end of the cable that is plugged into the card, no matter the port, the screen will go black until I unplug and replug the cable back in.



Any ideas? Perhaps I should remove and reinstall the driver or maybe try installed 2004 again? Also, I do have Corsair iCue installed on all 3 computers. I have not overclocked anything, although I do have the 5700XT bios flashed to the 5700 card but, I have had that since last September and had no issues prior to this. However, I also have not played BM: AK on this computer before the last couple of days, either.



Edit: Oh, and I did play through many hours of Red Dead Redemption 2 without a problem but, that was before I redid the system from scratch. I have installed the latest chipset drivers, as well."
"1595262077-6938","https://hardforum.com/forums/amd-flavor.87/","AMD might detail new RDNA2 graphics card on March 5","https://hardforum.com/threads/amd-might-detail-new-rdna2-graphics-card-on-march-5.1992421/","XoR_","What these companies say depends only on what they have and where competition is at.



I would not expect AMD to spend large amount of transistor budged on ray tracing."
"1595262053-6786","https://hardforum.com/forums/amd-flavor.87/","Navi RX 5700 to 5700 XT BIOS Flash","https://hardforum.com/threads/navi-rx-5700-to-5700-xt-bios-flash.1986224/","kirbyrj","I have an Asus 5700 coming today.  Tagging this for later.  Seems like a no brainer."
"1595262112-7185","https://hardforum.com/forums/amd-flavor.87/","RX Vega Owners Thread","https://hardforum.com/threads/rx-vega-owners-thread.1941944/","cybereality","Factum said:
			
		
	
	
		
		
			You will consume more power for no added performance, simple as that.
		
		Click to expand...
	
Now, multi-GPU can be spotty at times, but saying there is no performance to gain is simply not true. Many games can take advantage of more than 1 card and get good performance."
"1595262053-6769","https://hardforum.com/forums/amd-flavor.87/","Navi RX 5700 to 5700 XT BIOS Flash","https://hardforum.com/threads/navi-rx-5700-to-5700-xt-bios-flash.1986224/","ManofGod","Well, I was bored today so I went ahead and risked the flash anyways. Reset my bios to defaults, disabled the antivirus and other stuff, flashed the bios and wouldn't you know? IT WORKED!  Seems to be fine so far, without any issues and even the noise is not really any different, that I can tell."
"1595262114-7227","https://hardforum.com/forums/amd-flavor.87/","Radeon VII Owner's Club!","https://hardforum.com/threads/radeon-vii-owners-club.1977524/","cybereality","noobferguson said:
			
		
	
	
		
		
			I don't normally like such heavy looking cards, but all that clean, shiny metal does make it look pretty damn appealing. I should leave this thread before it does bad things to my wallet.
		
		Click to expand...
	
The card is as heavy as it looks."
